
-180	0	0.0602	0
-175	0.218	0.0699	0.0934
-170	0.397	0.1107	0.1697
-160	0.642	0.3045	0.2813
-155	0.715	0.4179	0.3208
-150	0.757	0.5355	0.3516
-145	0.772	0.6535	0.3752
-140	0.762	0.7685	0.3926
-135	0.731	0.8777	0.4048
-130	0.68	0.9788	0.4126
-125	0.613	1.07	0.4166
-120	0.532	1.1499	0.4176
-115	0.439	1.2174	0.4158
-110	0.337	1.2716	0.4117
-105	0.228	1.3118	0.4057
-100	0.114	1.3378	0.3979
-95	-0.002	1.3492	0.3887
-90	-0.12	1.346	0.3781
-85	-0.236	1.3283	0.3663
-80	-0.349	1.2964	0.3534
-75	-0.456	1.2507	0.3394
-70	-0.557	1.1918	0.3244
-65	-0.647	1.1204	0.3084
-60	-0.727	1.0376	0.2914
-55	-0.792	0.9446	0.2733
-50	-0.842	0.8429	0.2543
-45	-0.874	0.7345	0.2342
-40	-0.886	0.6215	0.2129
-35	-0.875	0.5067	0.1906
-30	-0.839	0.3932	0.167
-25	-0.777	0.2849	0.1422
-24	-0.761	0.2642	0.1371
-23	-0.744	0.244	0.132
-22	-0.725	0.2242	0.1268
-21	-0.706	0.2049	0.1215
-20	-0.685	0.1861	0.1162
-19	-0.662	0.1687	0.1097
-18	-0.635	0.1533	0.1012
-17	-0.605	0.1398	0.0907
-16	-0.571	0.1281	0.0784
-15	-0.534	0.1183	0.0646
-14	-0.494	0.1101	0.0494
-13	-0.452	0.1036	0.033
-12	-0.407	0.0986	0.0156
-11	-0.36	0.0951	-0.0026
-10	-0.311	0.0931	-0.0213
-8	-0.208	0.093	-0.06
-6	-0.111	0.0689	-0.05
-5.5	-0.09	0.0614	-0.0516
-5	-0.072	0.0547	-0.0532
-4.5	-0.065	0.048	-0.0538
-4	-0.054	0.0411	-0.0544
-3.5	-0.017	0.0349	-0.0554
-3	0.003	0.0299	-0.0558
-2.5	0.014	0.0255	-0.0555
-2	0.009	0.0198	-0.0534
-1.5	0.004	0.0164	-0.0442
-1	0.036	0.0147	-0.0469
-0.5	0.073	0.0137	-0.0522
0	0.137	0.0113	-0.0573
0.5	0.213	0.0114	-0.0644
1	0.292	0.0118	-0.0718
1.5	0.369	0.0122	-0.0783
2	0.444	0.0124	-0.0835
2.5	0.514	0.0124	-0.0866
3	0.58	0.0123	-0.0887
3.5	0.645	0.012	-0.09
4	0.71	0.0119	-0.0914
4.5	0.776	0.0122	-0.0933
5	0.841	0.0125	-0.0947
5.5	0.904	0.0129	-0.0957
6	0.967	0.0135	-0.0967
6.5	1.027	0.0144	-0.0973
7	1.084	0.0158	-0.0972
7.5	1.14	0.0174	-0.0972
8	1.193	0.0198	-0.0968
8.5	1.242	0.0231	-0.0958
9	1.287	0.0275	-0.0948
9.5	1.333	0.0323	-0.0942
10	1.368	0.0393	-0.0926
10.5	1.4	0.0475	-0.0908
11	1.425	0.058	-0.089
11.5	1.449	0.0691	-0.0877
12	1.473	0.0816	-0.087
12.5	1.494	0.0973	-0.087
13	1.513	0.1129	-0.0876
13.5	1.538	0.1288	-0.0886
14.5	1.587	0.165	-0.0917
15	1.614	0.1845	-0.0939
15.5	1.631	0.2052	-0.0966
16	1.649	0.225	-0.0996
16.5	1.666	0.2467	-0.1031
17	1.681	0.2684	-0.1069
17.5	1.699	0.29	-0.111
18	1.719	0.3121	-0.1157
19	1.751	0.3554	-0.1242
19.5	1.767	0.3783	-0.1291
20.5	1.798	0.4212	-0.1384
21	1.81	0.4415	-0.1416
22	1.83	0.483	-0.1479
23	1.847	0.5257	-0.1542
24	1.861	0.5694	-0.1603
25	1.872	0.6141	-0.1664
26	1.881	0.6593	-0.1724
28	1.894	0.7513	-0.1841
30	1.904	0.8441	-0.1954
32	1.915	0.9364	-0.2063
35	1.929	1.0722	-0.222
40	1.903	1.2873	-0.2468
45	1.82	1.4796	-0.2701
50	1.69	1.6401	-0.2921
55	1.522	1.7609	-0.3127
60	1.323	1.836	-0.3321
65	1.106	1.8614	-0.3502
70	0.88	1.8347	-0.3672
75	0.658	1.7567	-0.383
80	0.449	1.6334	-0.3977
85	0.267	1.4847	-0.4112
90	0.124	1.3879	-0.4234
95	0.002	1.3912	-0.4343
100	-0.118	1.3795	-0.4437
105	-0.235	1.3528	-0.4514
110	-0.348	1.3114	-0.4573
115	-0.453	1.2557	-0.461
120	-0.549	1.1864	-0.4623
125	-0.633	1.1041	-0.4606
130	-0.702	1.0102	-0.4554
135	-0.754	0.906	-0.4462
140	-0.787	0.7935	-0.4323
145	-0.797	0.675	-0.4127
150	-0.782	0.5532	-0.3863
155	-0.739	0.4318	-0.3521
160	-0.664	0.3147	-0.3085
170	-0.41	0.1144	-0.1858
175	-0.226	0.0702	-0.1022
180	0	0.0602	0
